File,ErrorCode,Message
1-122-IsQuantityDiscreteWrongType.csv,1-122,Incorrect type for IsQuantityDiscrete in asset-integration-accelerator-input/AssetPortfolio/Create/AgingFamilies.csv. See 1-122-IsQuantityDiscreteWrongType.csv for details
1-122-GFlagWrongType.csv,1-122,Incorrect type for GFlag in asset-integration-accelerator-input/AssetPortfolio/Create/AgingFamilies.csv. See 1-122-GFlagWrongType.csv for details
1-122-AgingFailureDelayWrongType.csv,1-122,Incorrect type for AgingFailureDelay in asset-integration-accelerator-input/AssetPortfolio/Create/AgingFamilies.csv. See 1-122-AgingFailureDelayWrongType.csv for details
1-121-MissColumnAgingFamilyFamilyPairHillParameters.csv,1-121,Missing Mandatory Columns AgingFamily in file asset-integration-accelerator-input/AssetPortfolio/Create/AgingFamilies.csv. Open 1-121-MissColumnAgingFamilyFamilyPairHillParameters.csv for details
1-121-MissColumnAgentAgingFamilyFamilyPairHillParameters.csv,1-121,Missing Mandatory Columns AgentAgingFamily in file asset-integration-accelerator-input/AssetPortfolio/Create/AgingFamilies.csv. Open 1-121-MissColumnAgentAgingFamilyFamilyPairHillParameters.csv for details
1-121-MissColumnHillParametersFamilyPairHillParameters.csv,1-121,Missing Mandatory Columns HillParameters in file asset-integration-accelerator-input/AssetPortfolio/Create/AgingFamilies.csv. Open 1-121-MissColumnHillParametersFamilyPairHillParameters.csv for details
1-121-MissColumnValueFamilyPairHillParameters.csv,1-121,Missing Mandatory Columns Value in file asset-integration-accelerator-input/AssetPortfolio/Create/AgingFamilies.csv. Open 1-121-MissColumnValueFamilyPairHillParameters.csv for details
1-120-NotExistingAgingFamilyFamilyPairHillParameters.csv,1-120,Reference AgingFamily in file asset-integration-accelerator-input/AssetPortfolio/Create/AgingFamilies.csv not existing. See 1-120-NotExistingAgingFamilyFamilyPairHillParameters.csv for details
1-123-HillParametersFamilyPairHillParametersInvalidRange.csv,1-123,Incorrect range for HillParametersFamilyPairHillParameters in asset-integration-accelerator-input/AssetPortfolio/Create/AgingFamilies.csv. See 1-123-HillParametersFamilyPairHillParametersInvalidRange.csv for details
1-122-AmplitudeHillWrongType.csv,1-122,Incorrect type for AmplitudeHill in asset-integration-accelerator-input/AssetPortfolio/Create/AgingFamilies.csv. See 1-122-AmplitudeHillWrongType.csv for details
1-122-OffsetHillWrongType.csv,1-122,Incorrect type for OffsetHill in asset-integration-accelerator-input/AssetPortfolio/Create/AgingFamilies.csv. See 1-122-OffsetHillWrongType.csv for details
1-122-SlopeHillWrongType.csv,1-122,Incorrect type for SlopeHill in asset-integration-accelerator-input/AssetPortfolio/Create/AgingFamilies.csv. See 1-122-SlopeHillWrongType.csv for details
1-122-IsFailureTransmittedWrongType.csv,1-122,Incorrect type for IsFailureTransmitted in asset-integration-accelerator-input/AssetPortfolio/Create/AgingFamilies.csv. See 1-122-IsFailureTransmittedWrongType.csv for details
1-122-IsCouplingActiveWrongType.csv,1-122,Incorrect type for IsCouplingActive in asset-integration-accelerator-input/AssetPortfolio/Create/AgingFamilies.csv. See 1-122-IsCouplingActiveWrongType.csv for details
1-122-IsAgingAfterDeathWrongType.csv,1-122,Incorrect type for IsAgingAfterDeath in asset-integration-accelerator-input/AssetPortfolio/Create/AgingFamilies.csv. See 1-122-IsAgingAfterDeathWrongType.csv for details
1-122-MaintenanceIfOutOfOrderWrongType.csv,1-122,Incorrect type for MaintenanceIfOutOfOrder in asset-integration-accelerator-input/AssetPortfolio/Create/AgingFamilies.csv. See 1-122-MaintenanceIfOutOfOrderWrongType.csv for details
1-122-ShapeWrongType.csv,1-122,Incorrect type for Shape in asset-integration-accelerator-input/AssetPortfolio/Create/AgingFamilies.csv. See 1-122-ShapeWrongType.csv for details
1-122-ScaleWrongType.csv,1-122,Incorrect type for Scale in asset-integration-accelerator-input/AssetPortfolio/Create/AgingFamilies.csv. See 1-122-ScaleWrongType.csv for details
1-122-ExpectedLifeWrongType.csv,1-122,Incorrect type for ExpectedLife in asset-integration-accelerator-input/AssetPortfolio/Create/AgingFamilies.csv. See 1-122-ExpectedLifeWrongType.csv for details
1-122-FinancialCostOfFailureWrongType.csv,1-122,Incorrect type for FinancialCostOfFailure in asset-integration-accelerator-input/AssetPortfolio/Create/AgingFamilies.csv. See 1-122-FinancialCostOfFailureWrongType.csv for details
1-122-EnvironmentalCostOfFailureWrongType.csv,1-122,Incorrect type for EnvironmentalCostOfFailure in asset-integration-accelerator-input/AssetPortfolio/Create/AgingFamilies.csv. See 1-122-EnvironmentalCostOfFailureWrongType.csv for details
1-122-NetworkCostOfFailureWrongType.csv,1-122,Incorrect type for NetworkCostOfFailure in asset-integration-accelerator-input/AssetPortfolio/Create/AgingFamilies.csv. See 1-122-NetworkCostOfFailureWrongType.csv for details
1-121-MissColumnAgingFamilyMapReferenceCostOfFailure.csv,1-121,Missing Mandatory Columns AgingFamily in file asset-integration-accelerator-input/AssetPortfolio/Create/AgingFamilies.csv. Open 1-121-MissColumnAgingFamilyMapReferenceCostOfFailure.csv for details
1-121-MissColumnHealthIndexMapReferenceCostOfFailure.csv,1-121,Missing Mandatory Columns HealthIndex in file asset-integration-accelerator-input/AssetPortfolio/Create/AgingFamilies.csv. Open 1-121-MissColumnHealthIndexMapReferenceCostOfFailure.csv for details
1-121-MissColumnValueMapReferenceCostOfFailure.csv,1-121,Missing Mandatory Columns Value in file asset-integration-accelerator-input/AssetPortfolio/Create/AgingFamilies.csv. Open 1-121-MissColumnValueMapReferenceCostOfFailure.csv for details
1-120-NotExistingAgingFamilyMapReferenceCostOfFailure.csv,1-120,Reference AgingFamily in file asset-integration-accelerator-input/AssetPortfolio/Create/AgingFamilies.csv not existing. See 1-120-NotExistingAgingFamilyMapReferenceCostOfFailure.csv for details
1-122-MapReferenceCostOfFailureValueWrongType.csv,1-122,Incorrect type for MapReferenceCostOfFailureValue in asset-integration-accelerator-input/AssetPortfolio/Create/AgingFamilies.csv. See 1-122-MapReferenceCostOfFailureValueWrongType.csv for details
